PMID,extracted_sentence,Label
29130960,A growing        number of studies have demonstrated that several <piRNA>piRNA</piRNA> and PIWI proteins are        aberrantly expressed in various kinds of cancers and may probably serve as a        novel biomarker and therapeutic target for <disease>cancer disease</disease> treatment.,positive
29130960,"In this review, we        discuss about the biogenesis, functions and the emerging role of <piRNA>piRNAs</piRNA> and PIWI        proteins in <disease>cancer disease</disease>, providing novel insights into the possible applications of  piRNAs  and PIWI proteins in cancer disease  diagnosis and clinical treatment.",positive
29130960,"In this review, we        discuss about the biogenesis, functions and the emerging role of  piRNAs and PIWI        proteins in  cancer disease , providing novel insights into the possible applications of        <piRNA>piRNAs</piRNA> and PIWI proteins in <disease>cancer disease</disease> diagnosis and clinical treatment.",positive
35959742,"Thus, <piRNA>piRNA</piRNA>        profiling in EVs derived from human clinical samples could identify markers that        characterize <disease>disease</disease> stages and unveil their roles in  disease  pathology.",positive
35959742,"Thus, <piRNA>piRNA</piRNA>        profiling in EVs derived from human clinical samples could identify markers that        characterize  disease stages and unveil their roles in  <disease>disease</disease>  pathology.",positive
35959742,"Differentially expressed EV-<piRNA>piRNAs</piRNA> have been identified in patients with specific        <disease>disease</disease> conditions compared to their counterparts (healthy control), suggesting        an association between  piRNA and progression in various diseases.",positive
35959742,"Seven articles        identified <piRNA>piRNA</piRNA> putative target genes and/or the pathway enrichment of  piRNA target genes, and one study demonstrated a direct role of  piRNA  candidates in        <disease>disease</disease> pathology.",positive
35959742,"Seven articles        identified  piRNA  putative target genes and/or the pathway enrichment of <piRNA>piRNA</piRNA>        target genes, and one study demonstrated a direct role of  piRNA  candidates in        <disease>disease</disease> pathology.",positive
35959742,"Seven articles        identified  piRNA  putative target genes and/or the pathway enrichment of  piRNA    target genes, and one study demonstrated a direct role of <piRNA>piRNA</piRNA> candidates in        <disease>disease</disease> pathology.",positive
35959742,EV-<piRNA>piRNA</piRNA> is a new research niche in human <disease>disease</disease>        pathology.,positive
35959742,The expression profiles of EV-<piRNA>piRNA</piRNA> in various tissue types and        <disease>disease</disease> conditions remain largely unexplored.,Negative
35155584,<piRNA>piRNAs</piRNA> control the expression of essential        genes and pathways associated with  <disease>digestive cancer </disease> progression and have been        reported as possible biomarkers for the diagnosis and treatment of digestive cancer .,positive
35155584,<piRNA>piRNAs</piRNA> control the expression of essential        genes and pathways associated with   digestive cancer progression and have been        reported as possible biomarkers for the diagnosis and treatment of <disease>digestive cancer </disease>.,positive
38627675,INTRODUCTION: This article examines the potential of using liquid biopsy with        <piRNA>piRNAs</piRNA> to study <disease>cancer disease</disease> survival outcomes.,Negative
38627675,"While previous studies have explored        the relationship between <piRNA>piRNA</piRNA> expression and <disease>cancer disease</disease> patient outcomes, a        comprehensive investigation is still lacking.",Negative
38627675,METHODS: We searched        major online databases up to February 2024 to identify articles reporting on the        role of <piRNA>piRNA</piRNA> in <disease>cancer disease</disease> patient survival outcomes.,Negative
38627675,Our analysis revealed that dysregulated        <piRNA>piRNA</piRNA> expression is associated with <disease>cancer disease</disease> patient survival outcomes.,positive
38627675,"Specifically, our meta-analysis found that overexpression of <piRNA>piR-823</piRNA> is        significantly linked with poorer overall survival in patients with         <disease>colorectal cancer </disease> and renal cell cancer.",positive
38627675,"Specifically, our meta-analysis found that overexpression of <piRNA>piR-823</piRNA> is        significantly linked with poorer overall survival in patients with         colorectal cancer  and <disease>renal cell  cancer</disease> ",positive
38627675,CONCLUSION: Our findings suggest that various <piRNA>piRNAs</piRNA> may play a role in <disease>cancer disease</disease>        survival outcomes and that  piRNA-823  in particular holds promise as a prognostic        biomarker for multiple human cancers.,positive
38627675,CONCLUSION: Our findings suggest that various  piRNAs  may play a role in cancer disease        survival outcomes and that <piRNA>piRNA-823</piRNA> in particular holds promise as a prognostic        biomarker for multiple <disease> human cancers </disease>.,positive
38627675, Our        systematic review and meta-analysis of <piRNA>piRNA-823</piRNA> has important implications for        <disease>cancer disease</disease> survivors.,positive
38627675,Our findings suggest that <piRNA>piRNA-823</piRNA> can be used as a prognostic        biomarker for predicting <disease>cancer disease</disease> recurrence and survival rates.,positive
31303794,"A large number of studies have demonstrated that expression of        <piRNA>piRNAs</piRNA> is involved in many kinds of <disease>disease</disease>, including cancer disease .",positive
31303794,"A large number of studies have demonstrated that expression of        <piRNA>piRNAs</piRNA> is involved in many kinds of  disease ,including <disease>cancer disease</disease>.",positive
31303794,"Abnormal        expression of <piRNA>piRNAs</piRNA> is emerging as a critical player in <disease>cancer disease</disease> cell        proliferation, apoptosis, invasion, and migration in vitro and in vivo.",positive
31303794,"Furthermore, altered        expression of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> is linked to clinical outcome, highlighting the        important role that they may play as novel diagnostic and prognostic biomarkers,        and as therapeutic targets for cancer disease  therapy.",positive
31303794,"Furthermore, altered        expression of <piRNA>piRNAs</piRNA> in cancer disease  is linked to clinical outcome, highlighting the        important role that they may play as novel diagnostic and prognostic biomarkers,        and as therapeutic targets for <disease>cancer disease</disease> therapy.",positive
